Fiscal Year,Library,County,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita,PC1,PC2,Cluster,Cluster_Agg
1996,0,6,109,2815,15000,5.3,1313,0.47,499.0,0.2,17028,5.6,117.0,860,0.3,15285.0,5.4,56300.0,20.0,52915,18.8,10073.0,30996.0,44290.0,15.7,-2.0523696027754945,0.061706564780718516,0,0
1996,1,4,158,17825,91756,5.1,6952,0.39,5771.5,0.5,71301,3.5,153.0,4525,0.3,63685.0,3.6,320679.0,17.99,323503,18.15,45874.0,201621.0,270658.0,15.2,-1.0360555941870102,-0.21501569503081128,0,0
1996,3,7,131,3969,8665,2.2,1360,0.34,207.0,0.1,34574,8.6,22.0,780,0.2,23818.0,6.0,111699.0,28.14,106713,26.89,11508.0,62295.0,82769.0,20.9,-1.9990519002108411,-0.10957374365803155,0,0
1996,4,1,19,14143,162893,11.5,8808,0.62,15283.0,1.1,226137,11.9,345.0,9501,0.7,74903.0,5.3,685678.0,48.48,602831,42.62,92711.0,340400.0,516583.0,36.5,-0.11827913970205209,-0.20686782564809486,0,0
1996,5,4,129,5351,7000,1.3,1379,0.26,400.0,0.1,8880,1.7,22.0,223,0.0,10042.0,1.9,40806.0,7.63,39256,7.34,4298.0,21585.0,39165.0,7.3,-2.1534589794914414,-0.049280521251527404,0,0
1996,9,1,52,16792,55000,4.6,8142,0.48,6081.0,0.4,217517,11.6,376.0,5135,0.4,92322.0,5.5,638641.0,38.03,643771,38.34,92877.0,320919.0,480642.0,28.6,-0.3790504479818798,-0.2662212797143444,0,0
1996,10,4,54,4845,19500,4.0,3100,0.64,696.0,0.1,40500,8.3,45.0,395,0.1,32178.0,6.6,46497.0,9.6,36483,7.53,9848.0,21720.0,39231.0,8.1,-1.9706442891296032,-0.14406927137888156,0,0
1996,11,0,74,17921,155316,8.7,12546,0.7,16796.0,0.9,136014,6.7,186.0,4706,0.3,83123.0,4.6,375789.0,20.97,371859,20.75,89167.0,229724.0,364548.0,20.3,-0.5435521791451486,-0.4728887253287008,0,0
1996,12,2,73,3324,17478,5.3,1952,0.59,5771.5,0.5,33532,9.9,37.0,670,0.2,22966.0,6.9,62571.0,18.82,56000,16.85,5551.0,37448.0,47980.0,14.4,-2.0328515547398855,-0.08750606016368791,0,0
1996,14,1,55,18546,55000,4.6,9156,0.49,15408.0,0.8,194144,8.4,418.0,9935,0.5,118282.0,6.4,708697.0,38.21,694710,37.46,88610.0,531196.0,678787.0,36.6,-0.028968783950576515,-0.05275574278972478,0,0
1996,15,6,93,4792,15600,3.3,3575,0.75,784.0,0.2,43919,8.1,141.0,1801,0.4,33141.0,6.9,147439.0,30.77,150757,31.46,24547.0,99110.0,150407.0,31.4,-1.7701813818567262,0.0002824223822089095,0,0
1996,16,4,53,28043,650000,23.2,23305,0.83,54000.0,1.9,154942,5.0,351.0,5967,0.2,91927.0,3.3,621874.0,22.18,443745,15.82,59977.0,381143.0,518961.0,18.5,0.9683537330546442,-0.8602118586181695,0,0
1996,17,4,53,13095,6000,0.2,2500,0.09,3000.0,0.1,41688,1.3,30.0,1800,0.1,31210.0,1.1,108198.0,3.86,88957,3.17,20000.0,58214.0,102664.0,3.7,-1.8081929874370983,-0.16435998712622582,0,0
1996,18,0,168,136817,278032,2.0,45448,0.33,164721.0,1.2,348993,2.4,392.0,7509,0.1,487537.0,3.6,3009981.0,22.0,2926824,21.39,388006.0,1877779.0,2673565.0,19.5,5.850540196111926,-2.9355170885444997,1,1
1996,19,2,21,1724,14127,8.2,841,0.49,5771.5,0.5,21751,12.0,78.0,4796,2.8,30897.0,17.9,80676.0,46.8,46500,26.97,13844.0,49708.0,69621.0,40.4,-1.909858482636083,0.12367774131879627,0,0
1996,20,1,136,59658,105925,1.8,19974,0.33,20828.0,0.3,311762,4.9,477.0,13389,0.2,139195.0,2.3,1202928.0,20.16,1090195,18.27,139156.0,756008.0,1039052.0,17.4,1.3809409803763497,-0.5167458301729471,0,0
1996,21,0,38,14691,113765,7.7,6818,0.46,14716.0,1.0,145604,9.2,177.0,5737,0.4,59060.0,4.0,360844.0,24.56,330750,22.51,69523.0,220873.0,335795.0,22.9,-0.8018447254859096,-0.29315288834582376,0,0
1996,22,7,149,6642,14040,2.1,2492,0.38,1500.0,0.2,27209,4.1,18.0,647,0.1,19047.0,2.9,74007.0,11.14,63685,9.59,16738.0,31033.0,62812.0,9.5,-2.005498707116493,-0.1294377235513976,0,0
1996,23,1,71,7656,28425,3.7,2691,0.35,960.0,0.1,45574,5.7,79.0,1561,0.2,28644.0,3.7,116564.0,15.23,111275,14.53,20149.0,75091.0,104875.0,13.7,-1.7948490601576852,-0.10327571371294653,0,0
1996,24,2,40,1272,14456,11.4,667,0.52,5771.5,0.5,15724,10.3,144.0,1757,1.4,25680.0,20.2,71512.0,56.22,25000,19.65,5912.0,26784.0,42505.0,33.4,-2.0224524044204446,0.12419873419124774,0,0
1996,25,7,152,4658,4420,0.9,1138,0.24,5771.5,0.5,11715,2.5,267.5,5135,0.4,12511.0,2.7,28563.0,6.13,26289,5.64,5456.0,13859.0,24029.0,5.2,-1.9340592631896043,0.4344261588211499,0,0
1996,26,1,64,8453,15964,1.9,7120,0.84,5771.5,0.5,37061,4.0,156.0,5135,0.4,45947.0,5.4,229595.0,27.16,196000,23.19,22696.0,122102.0,159520.0,18.9,-1.5838731138516182,0.10500486414071038,0,0
1996,27,7,135,2183,3120,1.4,572,0.26,5771.5,0.5,6865,3.1,267.5,5135,0.4,13726.0,6.3,22270.0,10.2,22270,10.2,4847.0,12191.0,18804.0,8.6,-1.975714242552025,0.4587714404743995,0,0
1996,28,4,65,26691,74625,2.8,22500,0.84,17017.0,0.6,211014,7.0,50.0,521,0.0,100162.0,3.8,816549.0,30.59,773596,28.98,91011.0,626715.0,816548.0,30.6,-0.2100941104596298,-0.9269394174151939,0,0
1996,29,3,61,3621,22000,6.1,2700,0.75,937.0,0.3,32773,8.5,44.0,1049,0.3,14354.0,4.0,42441.0,11.72,35413,9.78,13069.0,26781.0,42441.0,11.7,-2.034072460222986,-0.06171687217736355,0,0
1996,30,3,90,13137,55000,4.6,7913,0.6,2000.0,0.2,211700,14.0,169.0,3861,0.3,37320.0,2.8,339734.0,25.86,230670,17.56,70293.0,182904.0,291358.0,22.2,-1.0318050491972168,-0.35308865077719653,0,0
1996,31,5,127,11906,32370,2.7,7867,0.66,3430.0,0.3,64170,4.8,161.0,4752,0.4,27670.0,2.3,182512.0,15.33,148142,12.44,36615.0,97997.0,157567.0,13.2,-1.5247239930407768,0.030887183038334484,0,0
1996,32,6,78,4845,4000,0.8,2481,0.51,3900.0,0.8,39246,7.8,38.0,2049,0.4,24884.0,5.1,146870.0,30.31,127053,26.22,27604.0,72492.0,124893.0,25.8,-1.8945083463396417,-0.07914800794270642,0,0
1996,33,2,20,1498,7176,4.8,575,0.38,5771.5,0.5,13148,8.5,3.0,5135,0.4,14795.0,9.9,26772.0,17.87,2750,1.84,3441.0,10738.0,22788.0,15.2,-2.0931478752678108,0.12836001193086066,0,0
1996,34,2,20,13095,1400,0.9,270,0.18,55.0,0.0,3175,2.1,1.0,10,0.0,13253.0,8.8,7100.0,4.74,375162,32.06,571.0,278026.0,2917.0,1.9,-1.900434344476821,-0.12855567005407223,0,0
1996,35,6,124,10905,35480,3.3,4394,0.4,2261.0,0.2,97312,8.5,169.0,3253,0.3,43325.0,4.0,176408.0,16.18,160319,14.7,23764.0,94162.0,135815.0,12.5,-1.481538702547857,-0.08719692761163887,0,0
1996,36,3,97,12709,55000,4.3,7000,0.55,4378.0,0.3,81177,6.0,130.0,3035,0.2,35813.0,2.8,313405.0,24.66,308013,24.24,52194.0,224057.0,319329.0,25.1,-1.2870715069501326,-0.17815557434605528,0,0
1996,37,0,77,67370,401925,6.0,28026,0.42,45753.0,0.7,266501,3.0,605.0,19118,0.3,93080.0,1.4,1719405.0,25.52,1463081,21.72,220129.0,948669.0,1472471.0,21.9,2.59054186750342,-0.4736577390957406,1,0
1997,185,6,94,632,3700,5.9,148,0.23,30.0,0.0,4656,7.4,1.0,13,0.0,12825.0,20.3,25682.0,40.64,23686,37.48,6693.0,8681.0,23495.0,37.2,-2.2392095477683926,-0.051520813076090924,0,0
1996,38,0,1,19171,335811,17.5,23031,1.2,30302.0,1.6,475220,20.0,46.0,11097,0.6,139977.0,7.3,1721597.0,89.8,1157347,60.37,309086.0,798637.0,1321202.0,68.9,1.9180015100682029,-1.681990394051803,0,0
1996,39,3,85,4408,22842,5.2,3929,0.89,801.0,0.2,16242,3.5,5.0,186,0.0,18584.0,4.2,56496.0,12.82,52639,11.94,8803.0,35589.0,47793.0,10.8,-2.071501426346155,-0.1249661767308642,0,0
1996,40,4,139,11774,36375,3.1,2260,0.19,5304.0,0.5,30668,2.1,326.0,6874,0.6,43461.0,3.7,255245.0,21.68,228800,19.43,22155.0,138873.0,201773.0,17.1,-1.3693000783040343,0.35160197915275354,0,0
1996,42,4,139,13095,34996,3.0,1879,0.16,1035.0,0.1,49163,2.7,36.0,855,0.1,47883.0,4.1,304316.0,25.85,500,0.04,53076.0,120195.0,246723.0,21.0,-1.5737603948989274,-0.33485453012618094,0,0
1996,44,3,91,6223,46800,7.5,4786,0.77,8476.0,1.4,88441,11.6,109.0,1973,0.3,36693.0,5.9,230966.0,37.11,220557,35.44,32700.0,142452.0,201852.0,32.4,-1.5368734448707138,-0.17364319702932354,0,0
1996,46,1,104,4374,30000,6.9,3504,0.8,650.0,0.1,29103,6.3,188.0,1480,0.3,26265.0,6.0,69005.0,15.78,46200,10.56,14673.0,34716.0,66009.0,15.1,-1.8745442787340423,0.08875659226767706,0,0
1996,47,3,112,7375,12422,1.7,4382,0.59,93.0,0.0,17082,2.2,168.0,1910,0.3,20440.0,2.8,56467.0,7.66,16300,2.21,6729.0,30249.0,45489.0,6.2,-1.9520203294678888,0.12953587871266123,0,0
1996,48,3,44,13095,26104,3.5,3620,0.49,830.0,0.1,21891,2.9,95.0,840,0.1,21346.0,2.9,92061.0,12.48,39500,5.36,17118.0,46000.0,78123.0,10.6,-1.8520908339621052,-0.08374095541240902,0,0
1996,49,3,79,11021,34000,3.1,6163,0.56,2600.0,0.2,61771,5.1,166.0,2448,0.2,35204.0,3.2,244774.0,22.21,232541,21.1,30437.0,178277.0,241669.0,21.9,-1.4954182776927885,-0.05104079793347233,0,0
1996,50,3,79,13095,3000,0.3,563,0.05,5771.5,0.5,6192,0.6,37.0,196,0.0,16519.0,1.5,21675.0,1.97,3000,0.27,5710.0,8617.0,19269.0,1.7,-2.0573505388338913,-0.09562815877071816,0,0
1996,51,1,104,48125,122345,2.5,34325,0.71,18340.0,0.4,148122,2.8,26.0,3360,0.1,345971.0,7.2,748782.0,15.56,740257,15.38,130000.0,517638.0,708132.0,14.7,1.0381475731353276,-1.6431534919395974,0,0
1996,52,4,106,26651,83200,3.1,16610,0.62,12825.0,0.5,127043,3.9,108.0,1627,0.1,56535.0,2.1,515685.0,19.35,454532,17.05,53000.0,280876.0,391854.0,14.7,-0.8557749017131101,-0.5171962110839208,0,0
1996,53,5,141,16031,40000,2.5,18259,1.14,17360.0,1.1,161709,8.7,267.5,4800,0.3,78293.0,4.9,641772.0,40.03,589836,36.79,104357.0,348640.0,540342.0,33.7,-0.5874875360890397,-0.2780188870770534,0,0
1996,55,1,83,9700,23231,2.4,3246,0.33,5771.5,0.5,44053,3.9,271.0,5587,0.6,30241.0,3.1,241527.0,24.9,72598,7.48,23839.0,120611.0,195070.0,20.1,-1.556870213497527,0.27453638356158844,0,0
1996,56,7,110,1367,5400,4.0,590,0.43,200.0,0.1,11012,8.0,16.0,65,0.0,11045.0,8.1,23592.0,17.26,21517,15.74,5725.0,12239.0,21512.0,15.7,-2.2158994670297756,-0.04259789105957507,0,0
1996,57,0,13,6489,48958,7.5,2236,0.34,7396.0,1.1,58946,8.6,133.0,2602,0.4,44772.0,6.9,198936.0,30.66,191258,29.47,31997.0,121786.0,166580.0,25.7,-1.547378198449918,-0.09595096604839634,0,0
1996,58,6,120,11817,74122,6.3,5885,0.5,4951.0,0.4,91986,6.5,119.0,4433,0.4,36907.0,3.1,314451.0,26.61,282392,23.9,36060.0,168448.0,245401.0,20.8,-1.2894491576559686,-0.1468350058851745,0,0
1996,59,1,137,45451,189512,4.2,19481,0.43,43441.0,1.0,256892,5.3,458.0,12310,0.3,125578.0,2.8,702011.0,15.45,691622,15.22,128082.0,493800.0,682947.0,15.0,0.8976376206763288,-0.4440928468084192,0,0
1996,60,3,31,5855,38123,6.5,3657,0.62,5695.0,1.0,44991,6.6,18.0,789,0.1,24599.0,4.2,175002.0,29.89,50000,8.54,24942.0,85298.0,138856.0,23.7,-1.8502563266522207,-0.20132991558898836,0,0
1996,63,0,28,53057,642103,12.1,25311,0.48,90150.0,1.7,782687,11.6,526.0,17988,0.3,256937.0,4.8,2638467.0,49.73,2639667,49.75,382918.0,1481565.0,2041390.0,38.5,5.406108470723853,-2.347456989676275,1,1
1996,66,0,28,13095,93133,1.8,1881,0.04,4203.0,0.1,58006,0.8,219.0,6896,0.1,127765.0,2.4,570088.0,10.74,210500,3.97,55610.0,248601.0,410434.0,7.7,-0.7460209719062515,-0.16309466865118713,0,0
1996,67,1,22,21197,202884,9.6,12612,0.59,36804.0,1.7,323453,11.0,1064.0,20189,1.0,160182.0,7.6,1659714.0,78.3,1288335,60.78,119620.0,863107.0,1121128.0,52.9,1.733233473347006,0.5751999457837611,0,0
1996,71,1,39,28238,267544,9.5,15513,0.55,14337.0,0.5,334711,10.3,321.0,5341,0.2,101092.0,3.6,781087.0,27.66,742590,26.3,135730.0,485671.0,685573.0,24.3,0.7060781484299908,-0.9346298005836685,0,0
1996,72,1,39,13095,10972,0.4,686,0.02,94.0,0.0,14715,0.5,267.5,4281,0.2,17191.0,0.6,19884.0,0.7,5000,0.18,9091.0,278026.0,12889.0,0.5,-1.7010001300346629,0.31127370961776424,0,0
1996,74,2,32,2478,4505,1.8,1688,0.68,3456.0,1.4,30147,11.8,4.0,160,0.1,32893.0,13.3,43949.0,17.74,36192,14.61,15934.0,30976.0,51942.0,21.0,-2.053479780321459,-0.16455300609417775,0,0
1996,75,1,69,9441,71552,7.6,6000,0.64,12000.0,1.3,133487,12.5,216.0,3983,0.4,62564.0,6.6,259316.0,27.47,259316,27.47,33495.0,206834.0,259316.0,27.5,-1.1203485246548972,-0.15603026194412536,0,0
1996,76,0,3,57732,618926,10.7,48973,0.85,204684.0,3.5,1167620,18.5,267.5,104784,1.8,344737.0,6.0,3922345.0,67.94,3884570,67.29,661824.0,2580153.0,3575779.0,61.9,10.030215407425114,-0.5881915431418221,1,1
1996,79,5,164,13986,55000,4.6,3794,0.27,2195.0,0.2,20195,1.4,18.0,787,0.1,21376.0,1.5,110050.0,7.87,56100,4.01,5545.0,25523.0,46039.0,3.3,-1.8511502569171436,-0.19646812107350406,0,0
1996,80,5,151,44029,310000,7.0,34826,0.79,58864.0,1.3,341347,5.5,96.0,4772,0.1,124088.0,2.8,1316194.0,29.89,1278330,29.03,175467.0,961700.0,1277750.0,29.0,1.558082884310596,-1.5122565739180727,0,0
1996,81,5,151,44029,3000,0.1,740,0.02,780.0,0.0,15832,0.3,33.0,400,0.0,17351.0,0.4,117883.0,2.68,5000,0.11,11044.0,48533.0,77549.0,1.8,-1.6073854440661552,-0.3303506433997183,0,0
1996,83,5,151,13095,66000,1.5,5710,0.13,5771.5,0.5,101024,1.5,277.0,5135,0.4,44607.0,1.0,315199.0,7.16,126470,2.87,32041.0,153407.0,237404.0,5.4,-1.2190688938039582,0.04711668821218958,0,0
1996,84,4,41,20315,185000,9.1,14440,0.71,40129.0,2.0,231351,9.4,344.0,9785,0.5,109051.0,5.4,722064.0,35.54,609114,29.98,87000.0,516505.0,694601.0,34.2,0.256807271053802,-0.34345971728414626,0,0
1996,85,3,12,7226,12636,1.7,3218,0.45,5771.5,0.5,16731,2.2,267.5,5135,0.4,56952.0,4.7,465976.0,37.49,55350,7.66,12734.0,38360.0,67021.0,9.3,-1.6651001925704423,0.27409093338373036,0,0
1996,86,4,105,51093,282000,5.5,29876,0.58,21450.0,0.4,437430,7.1,220.0,3586,0.1,162932.0,3.2,1366574.0,26.75,1308331,25.61,160187.0,1044149.0,1354502.0,26.5,1.9372989095198208,-1.6520370416333028,0,0
1996,87,7,126,1701,1500,0.9,676,0.4,500.0,0.3,5663,3.3,267.5,5135,0.4,18520.0,10.9,12569.0,7.39,4000,2.35,4145.0,2500.0,8262.0,4.9,-1.9829072622248411,0.4548358416892916,0,0
1996,88,1,161,135750,609772,4.5,39938,0.29,315565.0,2.3,500102,2.9,4058.0,60646,0.4,574088.0,4.2,5126765.0,37.77,4762130,35.08,535527.0,4001882.0,5087476.0,37.5,12.432458169205365,2.53978186406455,1,1
1996,89,1,108,1916,55000,4.6,5186,0.46,5771.5,0.5,694,0.4,267.5,5135,0.4,3820.0,2.0,2685.0,1.4,1250,0.65,1601.0,278026.0,2057.0,1.1,-1.80994070351562,0.4409092905989151,0,0
